unluler,tweetler,clean,labels
Ekrem İmamoğlu,FOX TV canlı yayınında İsmail Küçükkaya’nın sorularını yanıtlıyorum. https://t.co/zoS7W8fvcV,fo tv canlı yayınında i̇smail küçükkayanın sorularını yanıtlıyorum zosfvcv,2
Ekrem İmamoğlu,"İETT’yi, metroyu, deniz ulaşımını, taksi, dolmuş ve otobüs esnafımızı batırmaya yönelik kararlara imza atanları kınıyorum. Bu noktadan sonra İstanbul’da toplu taşımada yaşanacak her türlü sorunun müsebbibi, vicdanını siyasete teslim etmiş malum UKOME üyeleri ve kurumlarıdır.",i̇ettyi metroyu deniz ulaşımını taksi dolmuş otobüs esnafımızı batırmaya yönelik kararlara imza atanları kınıyorum noktadan i̇stanbulda toplu taşımada yaşanacak türlü sorunun müsebbibi vicdanını siyasete teslim etmiş malum ukome üyeleri kurumlarıdır,2
Ekrem İmamoğlu,Siyaset tarihimizin önemli liderlerinden #AlparslanTürkeş'i vefat yıl dönümünde rahmetle anıyorum. https://t.co/6k6SvuymIG,siyaset tarihimizin önemli liderlerinden alparslantürkeşi vefat yıl dönümünde rahmetle anıyorum ksvuymig,2
Ekrem İmamoğlu,Tarihi camilerimizi İstanbul’a yakışır şekilde aydınlattık. Hem de tasarruflu ve akıllı aydınlatma sistemleriyle. https://t.co/o793NSLx1n,tarihi camilerimizi i̇stanbula yakışır şekilde aydınlattık tasarruflu akıllı aydınlatma sistemleriyle onsln,2
Ekrem İmamoğlu,"İBB Spor Kulübü sporcumuz Kerem Kamal Avrupa Şampiyonu oldu.🇹🇷🇹🇷

Macaristan’da düzenlenen Avrupa Güreş Şampiyonası’nda grekoromen stil 60 kiloda  altın madalya kazanarak ilk kez büyüklerde Avrupa Şampiyonu olan Kerem Kamal'ı yürekten kutluyorum.🥇👏 https://t.co/LT2AyKMhss",i̇bb spor kulübü sporcumuz kerem kamal avrupa şampiyonu oldu macaristanda düzenlenen avrupa güreş şampiyonasında grekoromen stil kiloda altın madalya kazanarak ilk kez büyüklerde avrupa şampiyonu olan kerem kamalı yürekten kutluyorum ltaykmhss,2
Ekrem İmamoğlu,"İstanbul’a kazandırdığımız Atatürk Kent Ormanı aynı zamanda kuşlar için bir yuva ve geçiş bölgesi. Bugün kuş gözlemi etkinliğine katıldık ve İstanbul’un çok güzel kuşlarını fotoğrafladık. Bu ormanımızı mutlaka görün, gezin, gözlemleyin. https://t.co/BErIhxIMkr",i̇stanbula kazandırdığımız atatürk kent ormanı aynı zamanda kuşlar yuva geçiş bölgesi bugün kuş gözlemi etkinliğine katıldık i̇stanbulun güzel kuşlarını fotoğrafladık ormanımızı mutlaka görün gezin gözlemleyin berihimkr,2
Ekrem İmamoğlu,"İki tarihi yapıyı daha restore edip İstanbul’a kazandırdık.

Sultanahmet’teki Sıbyan Mektebi ve Turşucuzade Konağı artık İstanbulluların hizmetinde. https://t.co/CPpmFFXLiM",i̇ki tarihi yapıyı restore edip i̇stanbula kazandırdık sultanahmetteki sıbyan mektebi turşucuzade konağı i̇stanbulluların hizmetinde cppmfflim,2
Ekrem İmamoğlu,"Edebiyatın usta kalemlerinden Mıgırdiç Margosyan’ın hayatını kaybettiğini üzüntüyle öğrendim.
Ailesinin, edebiyat dünyasının ve Ermeni Cemaati’nin başı sağ olsun. https://t.co/K449SNDviL",edebiyatın usta kalemlerinden mıgırdiç margosyanın hayatını kaybettiğini üzüntüyle öğrendim ailesinin edebiyat dünyasının ermeni cemaatinin başı sağ olsun ksndvil,2
Ekrem İmamoğlu,"Beyoğlu’nun en güzel binalarından birini daha restore edip tasarım merkezine dönüştürüyoruz. 

Botter Apartmanı’nı tanımak istiyorsanız YouTube kanalımdan izleyebilirsiniz; https://t.co/h9UutOaRm1 https://t.co/frhVhHnaNS",beyoğlunun güzel binalarından birini restore edip tasarım merkezine dönüştürüyoruz botter apartmanını tanımak istiyorsanız youtube kanalımdan izleyebilirsiniz huutoarm frhvhhnans,2
Ekrem İmamoğlu,"Güne güzel bir haberle başladık.🏅

Sporcumuz Koral Berkin Kutlu, Almanya'da düzenlenen Para Yüzme Dünya Serisi Yarışları'nın ilk gününde 200 metre serbest kategorisinde altın madalya kazandı. Tebrikler Koral Berkin.👏👏 https://t.co/XFtXmfFyfP",güne güzel haberle başladık sporcumuz koral berkin kutlu almanyada düzenlenen para yüzme dünya serisi yarışlarının ilk gününde metre serbest kategorisinde altın madalya kazandı tebrikler koral berkin ftmffyfp,2
Ekrem İmamoğlu,"Zeydan Başkan, Adana’nın hakkı için seninleyiz. 

@ZeydanKaralar01 https://t.co/38mHDD9c9W",zeydan başkan adananın hakkı seninleyiz zeydankaralar mhddc,2
Ekrem İmamoğlu,İstanbul’un dört bir yanında kitaba ulaşamayan genç kalmasın diye bugün 3 kütüphane daha açıyoruz. https://t.co/V8OiLCZyiH,i̇stanbulun yanında kitaba ulaşamayan genç kalmasın bugün kütüphane açıyoruz voilczyih,2
Ekrem İmamoğlu,"Ramazan; dayanışmadır, paylaşmaktır, gönülden hissetmektir.

Bu ay 150 bin ihtiyaç sahibi aileye gıda kolisiyle destek olacağız. Siz de bir aileye destek olmak istiyorsanız ALO 153’ten bağış için bilgi alabilir ya da Askıda Fatura’yı kullanabilirsiniz; 

https://t.co/62jDghmHFp https://t.co/tenFFvTvU6",ramazan dayanışmadır paylaşmaktır gönülden hissetmektir ay bin ihtiyaç sahibi aileye gıda kolisiyle destek olacağız aileye destek olmak istiyorsanız alo ten bağış bilgi alabilir askıda faturayı kullanabilirsiniz dghmhfp tenffvtvu,2
Ekrem İmamoğlu,"31 Mart seçim gecesi ne olmuştu?

Aklını kötülüğe kullananlar neler yapmıştı, İstanbul nasıl kazanmıştı. “En Uzun Gece” belgeselini YouTube kanalımdan izleyebilirsiniz; 

https://t.co/6rA1qyGbw3 https://t.co/Kt8Lv7fGzJ",mart seçim gecesi olmuştu aklını kötülüğe kullananlar neler yapmıştı i̇stanbul kazanmıştı uzun gece belgeselini youtube kanalımdan izleyebilirsiniz raygb ktlvfgz,2
Ekrem İmamoğlu,"Bu yıl 3 yeni metro hattını daha hizmete açıyoruz. 

Bunlardan ilki olan Hisarüstü Aşiyan Füniküleri’nin araçları raylara indi, iki aylık test sürüşünün ardından bu hattı kullanıma açacağız. https://t.co/zUXF1xJQWP",yıl yeni metro hattını hizmete açıyoruz bunlardan ilki olan hisarüstü aşiyan fünikülerinin araçları raylara indi aylık test sürüşünün ardından hattı kullanıma açacağız zufp,2
Ekrem İmamoğlu,"Dünya’dan çöp almıyoruz, 6 farklı tesiste İstanbul’un çöpünden yıllık 2 milyon kişiye yetecek elektrik üretiyoruz. 

İzleyin; https://t.co/SUNOJ9uKcz https://t.co/DWR8aTy6z2",dünyadan çöp almıyoruz farklı tesiste i̇stanbulun çöpünden yıllık milyon kişiye yetecek elektrik üretiyoruz i̇zleyin sunoukcz dratyz,2
Ekrem İmamoğlu,"Gençler bu kütüphaneyi çok sevdi.

Kütüphane Troleybüs gibi yeni çalışma, etkinlik alanı ve kütüphaneler yolda. https://t.co/MpAN9QruyV",gençler kütüphaneyi sevdi kütüphane troleybüs yeni çalışma etkinlik alanı kütüphaneler yolda mpanruyv,2
Ekrem İmamoğlu,7 yıl önce şehit edilen Savcı Mehmet Selim Kiraz’ı rahmetle anıyorum. https://t.co/89jHs6Vwpj,yıl şehit edilen savcı mehmet selim kirazı rahmetle anıyorum hsvp,2
Ekrem İmamoğlu,"Tamamen kadınlar çalışıyor
Yılda 5 milyon fide üretiliyor
Çiftçilere ücretsiz dağıtılıyor

Yeni fide seramız da çok güzel oldu. Ekonomik krizin ve sağlıklı gıdaya ulaşımın zorlaştığı bugünlerde İstanbul'un tarım yapılan ilçelerine olan desteğimiz çok büyüyecek. https://t.co/mo0gT5WK0w",tamamen kadınlar çalışıyor yılda milyon fide üretiliyor çiftçilere ücretsiz dağıtılıyor yeni fide seramız güzel oldu ekonomik krizin sağlıklı gıdaya ulaşımın zorlaştığı bugünlerde i̇stanbulun tarım yapılan ilçelerine olan desteğimiz büyüyecek mogtk,2
Ekrem İmamoğlu,"İstanbul güçlü bağlar kuruyor. 

Bu akşam Avrupa Birliği’ne üye devletlerin büyükelçileriyle bir araya geldik, şehrimize ve ülkemize katkı sunacak her alanda iş birlikleri geliştirmeye devam edeceğiz. https://t.co/NyjHi2wKnr",i̇stanbul güçlü bağlar kuruyor akşam avrupa birliğine üye devletlerin büyükelçileriyle araya geldik şehrimize ülkemize katkı sunacak alanda iş birlikleri geliştirmeye devam edeceğiz nyhiknr,2
Ekrem İmamoğlu,"Haliç Tramvayı’nı Eminönü’ne bağlıyoruz. 

Unkapanı Köprülü Kavşağı’nı ve bölgedeki tüm altyapıyı yenilemiştik şimdi de tramvay geçişi yapıyoruz. https://t.co/MTTJbvFFDW",haliç tramvayını eminönüne bağlıyoruz unkapanı köprülü kavşağını bölgedeki altyapıyı yenilemiştik tramvay geçişi yapıyoruz mttbvffd,2
Ekrem İmamoğlu,"İşte yeni nesil kütüphanelerimiz;

İstanbul'un birçok noktasında açtığımız özel kütüphane sayısı hızla artıyor. Müze Gazhane'den Troleybüs'e, İstanbul Otogarı'ndan çevre ilçelere yeni nesil kütüphanelerimizi YouTube kanalımdan tanıyabilirsiniz; 

https://t.co/KpBIa8EduV https://t.co/iQ283Jxs3w",i̇şte yeni nesil kütüphanelerimiz i̇stanbulun noktasında açtığımız özel kütüphane sayısı hızla artıyor müze gazhaneden troleybüse i̇stanbul otogarından çevre ilçelere yeni nesil kütüphanelerimizi youtube kanalımdan tanıyabilirsiniz kpbiaeduv is,2
Ekrem İmamoğlu,"📌İstanbul'un 3 havalimanını birbirine bağlayan #HIZRAY

📌Tarihi Yarımada'ya özel trafik uygulaması

📌Deniz ulaşımı ile entegre toplu taşıma

📌Yaya, bisiklet, çevre ve ekonomi dostu çözümler

📌Daha çok metro daha çok durak

İşte Sürdürülebilir Kentsel Hareketlilik planımız. https://t.co/c3RCyf4NIc",i̇stanbulun havalimanını birbirine bağlayan hizray tarihi yarımadaya özel trafik uygulaması deniz ulaşımı entegre toplu taşıma yaya bisiklet çevre ekonomi dostu çözümler metro durak i̇şte sürdürülebilir kentsel hareketlilik planımız crcyfnic,2
Ekrem İmamoğlu,"Âşık Veysel sazıyla, sözüyle, sesiyle bu toprakların insanlarının gönlünde apayrı bir yer edinmiştir. Rahmetle anıyoruz. https://t.co/PICxjFUHun",âşık veysel sazıyla sözüyle sesiyle toprakların insanlarının gönlünde apayrı yer edinmiştir rahmetle anıyoruz picfuhun,2
Ekrem İmamoğlu,"Çiftçilerimizin yanındayız. 2,541 torba hibe ayçiçeği tohumunu İstanbul’un üreticilerine dağıtıyoruz. https://t.co/ikoB48eDat",çiftçilerimizin yanındayız torba hibe ayçiçeği tohumunu i̇stanbulun üreticilerine dağıtıyoruz ikobedat,2
Ekrem İmamoğlu,"İstanbul, dünyanın aynı anda en fazla metro yapan şehir oldu.

Durdurulmuş, yarım kalmış projelerden bugüne nasıl geldik? 

Metro Belgeseli'ni YouTube kanalımdan izleyebilirsiniz; 

https://t.co/v1o3W4ce1A https://t.co/5TeG0Ygrju",i̇stanbul dünyanın aynı anda fazla metro yapan şehir oldu durdurulmuş yarım kalmış proelerden bugüne geldik metro belgeselini youtube kanalımdan izleyebilirsiniz vocea tegygru,2
Ekrem İmamoğlu,"“Efeler Diyarı”na selam olsun.

11 Büyükşehir Belediye Başkanı olarak bu kez Aydın’da bir araya geldik, hemşehrilerimizle buluştuk. Tüm zorluklara ve ekonomik koşullara rağmen milletimiz için heyecanla çalışmaya devam edeceğiz. https://t.co/WxqXCJJVli",efeler diyarına selam olsun büyükşehir belediye başkanı olarak kez aydında araya geldik hemşehrilerimizle buluştuk zorluklara ekonomik koşullara milletimiz heyecanla çalışmaya devam edeceğiz cvli,2
Ekrem İmamoğlu,"Tüm engeller aşıldı, dönüşüm başladı.

Türkiye’nin en büyük riskli yapı dönüşüm projesi olan Beylikdüzü Gürpınar’daki riskli yapıların dönüşümü başladı. Bu süreçte emeği olan Beylikdüzü Belediye Başkanımız @mmuratcalik’a, @kiptaskonut’a ve tüm yol arkadaşlarıma teşekkürler. https://t.co/cSUzdqbEow",engeller aşıldı dönüşüm başladı türkiyenin büyük riskli yapı dönüşüm proesi olan beylikdüzü gürpınardaki riskli yapıların dönüşümü başladı süreçte emeği olan beylikdüzü belediye başkanımız mmuratcalika kiptaskonuta yol arkadaşlarıma teşekkürler csuzdbeo,2
Ekrem İmamoğlu,Temelini attığımız Kiptaş Beylikdüzü Kırlangıç Evler örnek bir yerinde kentsel dönüşüm projesi olacak. https://t.co/c6WwXjRqv4,temelini attığımız kiptaş beylikdüzü kırlangıç evler örnek yerinde kentsel dönüşüm proesi olacak crv,2
Ekrem İmamoğlu,"İstanbul her koşulda kazanacak

2036 Olimpiyat Oyunları’nın İstanbul’da yapılması için İsviçre’nin Lozan kentindeyiz. Türkiye Milli Olimpiyat Komitesi Başkanı Uğur Erdener ile birlikte Uluslararası Olimpiyat Komitesi Başkanı Thomas Bach ile buluştuk. İstanbul çok doğru bir yolda. https://t.co/cL7nkF6WfL",i̇stanbul koşulda kazanacak olimpiyat oyunlarının i̇stanbulda yapılması i̇sviçrenin lozan kentindeyiz türkiye milli olimpiyat komitesi başkanı uğur erdener birlikte uluslararası olimpiyat komitesi başkanı thomas bach buluştuk i̇stanbul doğru yolda clnkffl,2
Ekrem İmamoğlu,"@fattyclemenza Lozan’dayım gençler, gördüm ki “gizli madde” falan yok :) 

Olimpiyat için görüşmelerdeyiz dönünce çaya beklerim.",fattyclemenza lozandayım gençler gördüm gizli madde yok olimpiyat görüşmelerdeyiz dönünce çaya beklerim,2
Ekrem İmamoğlu,"İş arayanlarla işverenleri buluşturduk, 40 bin kişiye istihdam sağladık. https://t.co/80sWNLq5kH",i̇ş arayanlarla işverenleri buluşturduk bin kişiye istihdam sağladık snlkh,2
Ekrem İmamoğlu,@daglaryigit 🤣,daglaryigit,2
Ekrem İmamoğlu,Avrupa Şampiyonu olan @EczacibasiSK Dynavit Kadın Voleybol Takımı'nı yürekten kutluyorum.🏆 🇹🇷 https://t.co/TTrDECsTtl,avrupa şampiyonu olan eczacibasisk dynavit kadın voleybol takımını yürekten kutluyorum ttrdecsttl,2
Ekrem İmamoğlu,Beylikdüzü Fatma Ana Cemevi ve Kültür Merkezi; belediye tarafından yapılan bir cemevi olması sebebiyle Türkiye’de bir ilki temsil ediyor.  @beylikduzubeltr https://t.co/CSBNjiVlmS,beylikdüzü fatma ana cemevi kültür merkezi belediye tarafından yapılan cemevi olması sebebiyle türkiyede ilki temsil ediyor beylikduzubeltr csbnivlms,2
Ekrem İmamoğlu,"İstanbul'un suyu nereden geliyor?
Kaynaklarımızı nasıl koruyoruz?
Kanal İstanbul neyi yok ediyor?
İklim krizine karşı neler yapmalıyız?

#DünyaSuGünü için hazırladığımız belgeseli YouTube kanalımdan izleyebilirsiniz; 

https://t.co/Jk9kSOIwQ9 https://t.co/s2myifEXQe",i̇stanbulun suyu geliyor kaynaklarımızı koruyoruz kanal i̇stanbul neyi yok ediyor i̇klim krizine karşı neler yapmalıyız dünyasugünü hazırladığımız belgeseli youtube kanalımdan izleyebilirsiniz kksoi smyifee,2
Ekrem İmamoğlu,"Onlar sporu çok sevdi, biz de onları.

52 spor tesisimizi engelsiz hale getirdik. Özel gereksinimli çocuklarımızı yüzme, fitness, pilates, buz pateni, basketbol... gibi sportif aktivitelerle buluşturduk. Sonuç çok mutluluk verici.

#21MartDownSendromuFarkındalıkGünü https://t.co/gWyFNPwGbH",sporu sevdi onları spor tesisimizi engelsiz hale getirdik özel gereksinimli çocuklarımızı yüzme fitness pilates buz pateni basketbol sportif aktivitelerle buluşturduk sonuç mutluluk verici martdonsendromufarkındalıkgünü gyfnpgbh,2
Ekrem İmamoğlu,"Bolluk ve bereketin, umut ve baharın müjdecisi #NevruzBayramı kutlu olsun. https://t.co/VYVP825dG4",bolluk bereketin umut baharın müdecisi nevruzbayramı kutlu olsun vyvpdg,2
Ekrem İmamoğlu,"İstanbul’un tarihi yapılarından birini daha restore edip şehrimize kazandırıyoruz. 

#MetroHan’ın hikayesini YouTube kanalımdan izleyebilirsiniz; 

https://t.co/9oazbslzcG https://t.co/xoGGSue6fs",i̇stanbulun tarihi yapılarından birini restore edip şehrimize kazandırıyoruz metrohanın hikayesini youtube kanalımdan izleyebilirsiniz oazbslzcg oggsuefs,2
Ekrem İmamoğlu,Kur’an-ı Kerim’i 12 yıllık çalışmayla Türkçe’ye çeviren Elmalılı Muhammed Hamdi Yazır için düzenlenen paneli Genel Başkanımız Sayın Kemal Kılıçdaroğlu ile izledik. Yazır’ın anıt mezarı için düzenlediğimiz yarışmada dereceye giren eserleri aileyle birlikte değerlendireceğiz. https://t.co/gs6Uca4wSX,kuranı kerimi yıllık çalışmayla türkçeye çeviren elmalılı muhammed hamdi yazır düzenlenen paneli genel başkanımız sayın kemal kılıçdaroğlu izledik yazırın anıt mezarı düzenlediğimiz yarışmada dereceye giren eserleri aileyle birlikte değerlendireceğiz gsucas,2
Ekrem İmamoğlu,Bugün kar yağışının en yoğun yaşanacağı gün. İBB olarak sahadayız. https://t.co/Jdm93Gjoth,bugün kar yağışının yoğun yaşanacağı gün i̇bb olarak sahadayız dmgoth,2
Ekrem İmamoğlu,"Çanakkale Zaferi, yurdunu korumak için bütünleşen bir milletin, en zor koşullar altında bile, işgalcilere geçit vermeyeceğinin kanıtıdır.  #ÇanakkaleGeçilmez https://t.co/OEPoe21caK",çanakkale zaferi yurdunu korumak bütünleşen milletin zor koşullar altında işgalcilere geçit vermeyeceğinin kanıtıdır çanakkalegeçilmez oepoecak,2
Ekrem İmamoğlu,İstanbul’daki kar yağışının son durumu ve yapılan çalışmalar hakkında bilgi veriyorum. https://t.co/O69YRDhg86,i̇stanbuldaki kar yağışının durumu yapılan çalışmalar hakkında bilgi veriyorum oyrdhg,2
Ekrem İmamoğlu,17.20’de başlayıp gece boyu yoğun bir kar yağışı yaşayacağız. Vatandaşlarımızı saat 17.00 itibariyle  özel araçlarıyla trafiğe çıkmamaları noktasında uyarıyorum. Tüm ulaşım hatlarında ek seferler koyduk. Lütfen özel aracınızı değil toplu taşımayı kullanınız.,başlayıp gece boyu yoğun kar yağışı yaşayacağız vatandaşlarımızı saat itibariyle özel araçlarıyla trafiğe çıkmamaları noktasında uyarıyorum ulaşım hatlarında ek seferler koyduk lütfen özel aracınızı toplu taşımayı kullanınız,2
Ekrem İmamoğlu,Edirnekapı Şehitliği’nde Çanakkale Şehitlerimizi anıyoruz. https://t.co/FxVmqVdxQl,edirnekapı şehitliğinde çanakkale şehitlerimizi anıyoruz fvmvdl,2
Ekrem İmamoğlu,Yeni bir kar yağışı dalgası şehrimizi etkileyecek. Tüm vatandaşlarımızı zorunlu olmadıkça trafiğe çıkmamaya davet ediyoruz. https://t.co/t0k4VOVXN0,yeni kar yağışı dalgası şehrimizi etkileyecek vatandaşlarımızı zorunlu olmadıkça trafiğe çıkmamaya davet ediyoruz tkvovn,2
Ekrem İmamoğlu,#ÇanakkaleGeçilmez 🇹🇷 https://t.co/fNisXWUEgW,çanakkalegeçilmez fnisueg,2
Ekrem İmamoğlu,"3 boyutlu yazıcılarla nasıl yapılar üretiyoruz?

YouTube kanalımdan izleyebilirsiniz; 

https://t.co/sRtA20a0Jv https://t.co/GFhp26MEg5",boyutlu yazıcılarla yapılar üretiyoruz youtube kanalımdan izleyebilirsiniz srtaav gfhpmeg,2
Ekrem İmamoğlu,Ramazan ayının müjdecisi #BeratKandili'nin bağışlanma ve umut gecesi olmasını temenni ediyorum. Kandilimiz Mübarek Olsun. https://t.co/MZosVJhaV9,ramazan ayının müdecisi beratkandilinin bağışlanma umut gecesi olmasını temenni ediyorum kandilimiz mübarek olsun mzosvhav,2
Ekrem İmamoğlu,Ekonomik olarak zor günler geçiren balıkçıların da yanındayız. Bu yıl da küçük ölçekli balıkçılık yapan teknelere bakım malzemesi desteği veriyoruz. https://t.co/4m806P3moB,ekonomik olarak zor günler geçiren balıkçıların yanındayız yıl küçük ölçekli balıkçılık yapan teknelere bakım malzemesi desteği veriyoruz mpmob,2
Ekrem İmamoğlu,330 gr Ramazan pidesini bu yıl 3 TL'den İstanbullulara sunacağız. Tüm ekonomik zorluklara rağmen Halk Ekmek İstanbullulara sağlıklı ve ucuz ekmek üretmeye devam edecek. @ibbhalkekmek https://t.co/tdiVjh5HRU,gr ramazan pidesini yıl tlden i̇stanbullulara sunacağız ekonomik zorluklara halk ekmek i̇stanbullulara sağlıklı ucuz ekmek üretmeye devam edecek ibbhalkekmek tdivhhru,2
Ekrem İmamoğlu,Bienvenidos a la ciudad mas hermosa del mundo. https://t.co/aMtzbMclHw,bienvenidos la ciudad mas hermosa del mundo amtzbmclh,2
Ekrem İmamoğlu,"@Dilsattt1 İstanbul Gönüllüleri’nin kuruluşundan itibaren emeğini, enerjisini, zamanını hiçbir zaman esirgemeyen yol arkadaşıma emekleri ve katkıları için teşekkür ederim.",dilsattt i̇stanbul gönüllülerinin kuruluşundan itibaren emeğini enerisini zamanını hiçbir zaman esirgemeyen yol arkadaşıma emekleri katkıları teşekkür ederim,2
Ekrem İmamoğlu,"Yapamazlar denmişti, çok da iyi yaptılar. Sayıları hızla artıyor. https://t.co/fRqxdNqaI3",yapamazlar denmişti iyi yaptılar sayıları hızla artıyor frdnai,2
Ekrem İmamoğlu,Kartal yakında çok güzel bir meydana kavuşuyor. https://t.co/nxOxNX9c6A,kartal yakında güzel meydana kavuşuyor nonca,2
Ekrem İmamoğlu,"Hiçbir yere gitmeyecekler. 

Bu ülkede, iyi koşullarda ve mutlu şekilde çalışacaklar. Her koşulda bizler için özveriyle görev yapan sağlık çalışanlarımızın #14MartTıpBayramı
kutlu olsun. https://t.co/FxQk4AMJvd",hiçbir yere gitmeyecekler ülkede iyi koşullarda mutlu şekilde çalışacaklar koşulda bizler özveriyle görev yapan sağlık çalışanlarımızın marttıpbayramı kutlu olsun fkamvd,2
Ekrem İmamoğlu,"İBB işçilerimizi enflasyona ezdirmeyeceğiz. Toplu sözleşme görüşmelerimiz devam ediyor. Bu süreçte çalışanlarımızın mağdur olmamaları için ücretlerinde %54,44 oranında artışa gidiyoruz. Tüm işçilerimize hayırlı olsun.",i̇bb işçilerimizi enflasyona ezdirmeyeceğiz toplu sözleşme görüşmelerimiz devam ediyor süreçte çalışanlarımızın mağdur olmamaları ücretlerinde oranında artışa gidiyoruz işçilerimize hayırlı olsun,2
Ekrem İmamoğlu,İstanbul’daki kar çalışmalarının son durumunu paylaşıyorum. https://t.co/XXED40Psag,i̇stanbuldaki kar çalışmalarının durumunu paylaşıyorum edpsag,2
Ekrem İmamoğlu,Son 30 yılın en soğuk ve yoğun kar yağışlı günlerini yaşadık. Öncelikle İBB ile koordineli hareket eden 16 milyon İstanbullu hemşehrime ve sahada emek veren binlerce yol arkadaşıma teşekkür ederim. Kar yağışı Pazar günü de devam edecek ama zor olanı geride bıraktık.,yılın soğuk yoğun kar yağışlı günlerini yaşadık öncelikle i̇bb koordineli hareket eden milyon i̇stanbullu hemşehrime sahada emek veren binlerce yol arkadaşıma teşekkür ederim kar yağışı pazar günü devam edecek zor olanı geride bıraktık,2
Ekrem İmamoğlu,İstanbul’daki kar çalışmalarının son durumunu paylaşıyorum. https://t.co/xmGpISXMvG,i̇stanbuldaki kar çalışmalarının durumunu paylaşıyorum mgpismvg,2
Ekrem İmamoğlu,İstanbul’da kar yağışı yoğun bir şekilde devam ediyor. Yağışın daha da şiddetlenmesini bekliyoruz. Zorunlu olmadıkça trafiğe çıkılmamasını önemle hatırlatırım. Bugün kar kalınlığı bazı bölgelerde 50 cm’ye ulaşabilir.,i̇stanbulda kar yağışı yoğun şekilde devam ediyor yağışın şiddetlenmesini bekliyoruz zorunlu olmadıkça trafiğe çıkılmamasını önemle hatırlatırım bugün kar kalınlığı bölgelerde cmye ulaşabilir,2
Ekrem İmamoğlu,Ekiplerimizin karla mücadele çalışmaları devam ediyor. Tüm çalışma arkadaşlarıma teşekkür ediyorum. https://t.co/9who90SVf7,ekiplerimizin karla mücadele çalışmaları devam ediyor çalışma arkadaşlarıma teşekkür ediyorum hosvf,2
Ekrem İmamoğlu,"İstanbul’daki kar yağışında en kritik gün Cumartesi

Meteorolojik verilere göre, 2 günde yağan kar kadar yağış Cumartesi günü yağacak ve hava daha da soğuyacak. Yağışın zaman zaman azalmasına, havanın açılmasına aldırmayın, zorunda olmadıkça özel araçlarınızla trafiğe çıkmayınız.",i̇stanbuldaki kar yağışında kritik gün cumartesi meteoroloik verilere göre günde yağan kar yağış cumartesi günü yağacak hava soğuyacak yağışın zaman zaman azalmasına havanın açılmasına aldırmayın zorunda olmadıkça özel araçlarınızla trafiğe çıkmayınız,2
Ekrem İmamoğlu,11 Büyükşehir Belediye Başkanı olarak açıklamamızı kamuoyunun bilgisine saygıyla sunarız. https://t.co/lq0Wn0alRB,büyükşehir belediye başkanı olarak açıklamamızı kamuoyunun bilgisine saygıyla sunarız lnalrb,2
Ekrem İmamoğlu,"Evsiz vatandaşlarımızı tesislerimizde misafir ediyor, sağlık kontrollerini yapıyor, barınma ve beslenme desteği sağlıyoruz. Sonrasında da sosyal destek programına alıp kalıcı istihdam ve barınma çözümleri üretiyoruz. https://t.co/lLmIIDKGTX",evsiz vatandaşlarımızı tesislerimizde misafir ediyor sağlık kontrollerini yapıyor barınma beslenme desteği sağlıyoruz sonrasında sosyal destek programına alıp kalıcı istihdam barınma çözümleri üretiyoruz llmiidkgt,2
Ekrem İmamoğlu,Karla mücadele çalışmalarımız 7/24 devam ediyor. Ekiplerimiz sahada. https://t.co/StcpqIKcMz,karla mücadele çalışmalarımız devam ediyor ekiplerimiz sahada stcpikcmz,2
Ekrem İmamoğlu,"İstanbul'da son 24 saatte neler yaptık?

📌9.500 personel ve 2000 araç ve iş makinesi ile sahadaydık

📌Binlerce ton tuz kullandık

📌Önemli noktalarda sıcak içecek, çorba, sandviç dağıttık, mobil tuvaletler kurduk

📌600'ün üzerinde evsiz vatandaşımızı misafir ettik https://t.co/0X32N3Cocm",i̇stanbulda saatte neler yaptık personel araç iş makinesi sahadaydık binlerce ton tuz kullandık önemli noktalarda sıcak içecek çorba sandviç dağıttık mobil tuvaletler kurduk ün üzerinde evsiz vatandaşımızı misafir ettik ncocm,2
Ekrem İmamoğlu,İstanbul’da kar yağışının Cuma günü çok daha etkili olması bekleniyor. Hava sıcaklığı da ciddi oranda düşecek ve yollarda buzlanma artacak. İstanbulluları yarın da zorunlu olmadıkça özel araçlarıyla kesinlikle yola çıkmamaları konusunda bir kez daha uyarmak isterim.,i̇stanbulda kar yağışının cuma günü etkili olması bekleniyor hava sıcaklığı ciddi oranda düşecek yollarda buzlanma artacak i̇stanbulluları yarın zorunlu olmadıkça özel araçlarıyla kesinlikle yola çıkmamaları konusunda kez uyarmak isterim,2
Ekrem İmamoğlu,Karla mücadele çalışmalarımız hakkında son durumu paylaşıyorum. https://t.co/6i1XqPOWyq,karla mücadele çalışmalarımız hakkında durumu paylaşıyorum ipoy,2
Ekrem İmamoğlu,Karla mücadele önlemlerimizi açıklamak için AKOM’dayız. https://t.co/HXjBslGEMZ,karla mücadele önlemlerimizi açıklamak akomdayız hbslgemz,2
Ekrem İmamoğlu,"Bu süreçte zorunlu olmadıkça hiçbir vatandaşımızın trafiğe çıkmaması, uyarı ve yasaklara riayet etmesi, zaruri olarak çıkılması durumunda ise araçlarda kar lastiği kullanılması zorunludur.",süreçte zorunlu olmadıkça hiçbir vatandaşımızın trafiğe çıkmaması uyarı yasaklara riayet etmesi zaruri olarak çıkılması durumunda araçlarda kar lastiği kullanılması zorunludur,2
